Date,Resource_ID,Resource_Name,Resource_Type,Quantity_Used,Lab_Department,Usage_Frequency,Reorder_Level,Max_Stock,Stock_Level
2026-02-16,R004,Hydrochloric Acid 1M,Chemical,7,General AI Lab,Medium,30,100,44
2026-02-16,R006,Microscope Slides,Consumable,6,Pathology,Medium,10,100,73
2026-02-16,R006,Microscope Slides,Consumable,7,Pathology,Medium,10,100,69
2026-02-16,R008,Sodium Hydroxide 1M,Chemical,8,Analytical Chemistry,Low,20,80,55
2026-02-16,R003,Pipette Tips (Box),Consumable,8,General AI Lab,Medium,15,150,76
2026-02-16,R002,Petri Dishes (Pack),Consumable,13,Microbiology,High,20,200,37
2026-02-16,R007,Centrifuge Tubes,Consumable,22,Pathology,High,25,250,172
2026-02-16,R010,Distilled Water (L),Chemical,16,Analytical Chemistry,Very High,100,1000,196
2026-02-16,R008,Sodium Hydroxide 1M,Chemical,6,General AI Lab,Low,20,80,52
2026-02-16,R010,Distilled Water (L),Chemical,35,Biochemistry,Very High,100,1000,164
2026-02-16,R008,Sodium Hydroxide 1M,Chemical,8,Pathology,Low,20,80,47
2026-02-16,R004,Hydrochloric Acid 1M,Chemical,9,General AI Lab,Medium,30,100,38
2026-02-16,R006,Microscope Slides,Consumable,8,General AI Lab,Medium,10,100,64
2026-02-16,R010,Distilled Water (L),Chemical,28,Analytical Chemistry,Very High,100,1000,139
2026-02-16,R007,Centrifuge Tubes,Consumable,13,Analytical Chemistry,High,25,250,162
2026-02-16,R010,Distilled Water (L),Chemical,46,General AI Lab,Very High,100,1000,1000
2026-02-16,R003,Pipette Tips (Box),Consumable,11,Analytical Chemistry,Medium,15,150,68
2026-02-16,R002,Petri Dishes (Pack),Consumable,20,Analytical Chemistry,High,20,200,20
2026-02-16,R007,Centrifuge Tubes,Consumable,23,General AI Lab,High,25,250,142
2026-02-16,R002,Petri Dishes (Pack),Consumable,13,Analytical Chemistry,High,20,200,200
2026-02-16,R005,Acetone,Chemical,14,General AI Lab,High,40,300,118
2026-02-16,R009,Gloves (Box),Consumable,12,Analytical Chemistry,High,50,400,105
2026-02-16,R006,Microscope Slides,Consumable,7,General AI Lab,Medium,10,100,60
2026-02-16,R004,Hydrochloric Acid 1M,Chemical,9,Analytical Chemistry,Medium,30,100,32
2026-02-16,R009,Gloves (Box),Consumable,21,General AI Lab,High,50,400,87
2026-02-17,R001,Ethanol 95%,Chemical,3,Microbiology,High,50,500,226
2026-02-17,R001,Ethanol 95%,Chemical,5,Analytical Chemistry,High,50,500,221
2026-02-17,R001,Ethanol 95%,Chemical,20,Microbiology,High,50,500,201
2026-02-17,R002,Petri Dishes (Pack),Consumable,15,Biochemistry,High,20,200,185
2026-02-17,R009,Gloves (Box),Consumable,10,Biochemistry,High,50,400,77
2026-02-17,R005,Acetone,Chemical,5,General AI Lab,High,40,300,113
2026-02-17,R003,Pipette Tips (Box),Consumable,2,Analytical Chemistry,Medium,15,150,66
2026-02-17,R008,Sodium Hydroxide 1M,Chemical,5,Microbiology,Low,20,80,42
2026-02-17,R008,Sodium Hydroxide 1M,Chemical,4,Pathology,Low,20,80,38
2026-02-17,R005,Acetone,Chemical,3,Pathology,High,40,300,110
2026-02-17,R010,Distilled Water (L),Chemical,31,Biochemistry,Very High,100,1000,969
2026-02-17,R010,Distilled Water (L),Chemical,22,General AI Lab,Very High,100,1000,947
2026-02-17,R008,Sodium Hydroxide 1M,Chemical,4,General AI Lab,Low,20,80,34
2026-02-17,R002,Petri Dishes (Pack),Consumable,8,Analytical Chemistry,High,20,200,177
2026-02-17,R006,Microscope Slides,Consumable,2,Biochemistry,Medium,10,100,58
2026-02-18,R004,Hydrochloric Acid 1M,Chemical,5,Microbiology,Medium,30,100,100
2026-02-18,R001,Ethanol 95%,Chemical,9,Analytical Chemistry,High,50,500,192
2026-02-18,R007,Centrifuge Tubes,Consumable,20,General AI Lab,High,25,250,122
2026-02-18,R007,Centrifuge Tubes,Consumable,18,Analytical Chemistry,High,25,250,104
2026-02-18,R007,Centrifuge Tubes,Consumable,2,General AI Lab,High,25,250,102
2026-02-18,R007,Centrifuge Tubes,Consumable,16,Pathology,High,25,250,86
2026-02-18,R003,Pipette Tips (Box),Consumable,7,General AI Lab,Medium,15,150,59
2026-02-18,R005,Acetone,Chemical,8,Pathology,High,40,300,102
2026-02-18,R010,Distilled Water (L),Chemical,15,Biochemistry,Very High,100,1000,932
2026-02-18,R004,Hydrochloric Acid 1M,Chemical,2,Microbiology,Medium,30,100,98
2026-02-18,R004,Hydrochloric Acid 1M,Chemical,4,Pathology,Medium,30,100,94
2026-02-18,R007,Centrifuge Tubes,Consumable,16,Biochemistry,High,25,250,70
2026-02-18,R005,Acetone,Chemical,17,Microbiology,High,40,300,85
2026-02-18,R002,Petri Dishes (Pack),Consumable,20,General AI Lab,High,20,200,157
2026-02-18,R009,Gloves (Box),Consumable,2,Biochemistry,High,50,400,75
2026-02-18,R003,Pipette Tips (Box),Consumable,7,Biochemistry,Medium,15,150,52
2026-02-18,R010,Distilled Water (L),Chemical,25,Biochemistry,Very High,100,1000,907
2026-02-18,R003,Pipette Tips (Box),Consumable,1,General AI Lab,Medium,15,150,51
2026-02-18,R009,Gloves (Box),Consumable,13,Biochemistry,High,50,400,62
2026-02-18,R010,Distilled Water (L),Chemical,41,Analytical Chemistry,Very High,100,1000,866
2026-02-18,R004,Hydrochloric Acid 1M,Chemical,4,General AI Lab,Medium,30,100,90
2026-02-18,R005,Acetone,Chemical,15,Biochemistry,High,40,300,70
2026-02-18,R002,Petri Dishes (Pack),Consumable,9,Pathology,High,20,200,148
2026-02-19,R002,Petri Dishes (Pack),Consumable,15,Analytical Chemistry,High,20,200,133
2026-02-19,R006,Microscope Slides,Consumable,4,Analytical Chemistry,Medium,10,100,54
2026-02-19,R006,Microscope Slides,Consumable,5,Pathology,Medium,10,100,49
2026-02-19,R003,Pipette Tips (Box),Consumable,3,Biochemistry,Medium,15,150,48
2026-02-19,R010,Distilled Water (L),Chemical,46,General AI Lab,Very High,100,1000,820
2026-02-19,R009,Gloves (Box),Consumable,3,Analytical Chemistry,High,50,400,59
2026-02-19,R001,Ethanol 95%,Chemical,14,Analytical Chemistry,High,50,500,178
2026-02-19,R001,Ethanol 95%,Chemical,9,Microbiology,High,50,500,169
2026-02-19,R003,Pipette Tips (Box),Consumable,2,General AI Lab,Medium,15,150,46
2026-02-19,R002,Petri Dishes (Pack),Consumable,18,Analytical Chemistry,High,20,200,115
2026-02-19,R010,Distilled Water (L),Chemical,38,Biochemistry,Very High,100,1000,782
2026-02-19,R007,Centrifuge Tubes,Consumable,2,Pathology,High,25,250,68
2026-02-19,R007,Centrifuge Tubes,Consumable,16,Pathology,High,25,250,52
2026-02-19,R008,Sodium Hydroxide 1M,Chemical,1,Pathology,Low,20,80,33
2026-02-19,R010,Distilled Water (L),Chemical,27,Analytical Chemistry,Very High,100,1000,755
2026-02-19,R001,Ethanol 95%,Chemical,17,General AI Lab,High,50,500,152
2026-02-19,R010,Distilled Water (L),Chemical,29,Pathology,Very High,100,1000,726
2026-02-19,R003,Pipette Tips (Box),Consumable,2,General AI Lab,Medium,15,150,44
2026-02-19,R007,Centrifuge Tubes,Consumable,7,Pathology,High,25,250,45
2026-02-19,R010,Distilled Water (L),Chemical,18,Analytical Chemistry,Very High,100,1000,708
2026-02-19,R006,Microscope Slides,Consumable,7,Analytical Chemistry,Medium,10,100,42
2026-02-19,R004,Hydrochloric Acid 1M,Chemical,5,Biochemistry,Medium,30,100,85
2026-02-19,R007,Centrifuge Tubes,Consumable,17,Microbiology,High,25,250,28
2026-02-19,R010,Distilled Water (L),Chemical,20,Microbiology,Very High,100,1000,688
2026-02-19,R004,Hydrochloric Acid 1M,Chemical,4,Analytical Chemistry,Medium,30,100,81
2026-02-20,R008,Sodium Hydroxide 1M,Chemical,8,Pathology,Low,20,80,31
2026-02-20,R007,Centrifuge Tubes,Consumable,12,Biochemistry,High,25,250,250
2026-02-20,R001,Ethanol 95%,Chemical,23,Biochemistry,High,50,500,135
2026-02-20,R003,Pipette Tips (Box),Consumable,10,General AI Lab,Medium,15,150,40
2026-02-20,R006,Microscope Slides,Consumable,16,Analytical Chemistry,Medium,10,100,32
2026-02-20,R003,Pipette Tips (Box),Consumable,8,Biochemistry,Medium,15,150,38
2026-02-20,R009,Gloves (Box),Consumable,25,Pathology,High,50,400,400
2026-02-20,R003,Pipette Tips (Box),Consumable,16,Microbiology,Medium,15,150,28
2026-02-20,R002,Petri Dishes (Pack),Consumable,20,Biochemistry,High,20,200,101
2026-02-20,R001,Ethanol 95%,Chemical,17,Pathology,High,50,500,124
2026-02-20,R009,Gloves (Box),Consumable,23,Pathology,High,50,400,383
2026-02-20,R009,Gloves (Box),Consumable,24,Microbiology,High,50,400,365
2026-02-20,R009,Gloves (Box),Consumable,22,General AI Lab,High,50,400,349
2026-02-20,R005,Acetone,Chemical,24,Microbiology,High,40,300,52
2026-02-20,R001,Ethanol 95%,Chemical,26,Biochemistry,High,50,500,104
2026-02-20,R009,Gloves (Box),Consumable,13,Biochemistry,High,50,400,342
2026-02-20,R006,Microscope Slides,Consumable,9,Biochemistry,Medium,10,100,29
2026-02-20,R002,Petri Dishes (Pack),Consumable,22,General AI Lab,High,20,200,85
2026-02-20,R005,Acetone,Chemical,13,General AI Lab,High,40,300,45
2026-02-20,R002,Petri Dishes (Pack),Consumable,10,Microbiology,High,20,200,81
2026-02-20,R001,Ethanol 95%,Chemical,14,General AI Lab,High,50,500,96
2026-02-20,R007,Centrifuge Tubes,Consumable,13,Biochemistry,High,25,250,243
2026-02-20,R005,Acetone,Chemical,25,Pathology,High,40,300,300
2026-02-20,R004,Hydrochloric Acid 1M,Chemical,8,General AI Lab,Medium,30,100,79
2026-02-20,R003,Pipette Tips (Box),Consumable,15,Microbiology,Medium,15,150,19
2026-02-20,R004,Hydrochloric Acid 1M,Chemical,13,Analytical Chemistry,Medium,30,100,72
2026-02-20,R007,Centrifuge Tubes,Consumable,16,Biochemistry,High,25,250,233
2026-02-20,R003,Pipette Tips (Box),Consumable,11,Biochemistry,Medium,15,150,150
2026-02-20,R001,Ethanol 95%,Chemical,18,Biochemistry,High,50,500,84
2026-02-21,R002,Petri Dishes (Pack),Consumable,13,Analytical Chemistry,High,20,200,68
2026-02-21,R003,Pipette Tips (Box),Consumable,1,Biochemistry,Medium,15,150,149
2026-02-21,R005,Acetone,Chemical,18,Pathology,High,40,300,282
2026-02-21,R010,Distilled Water (L),Chemical,41,Pathology,Very High,100,1000,647
2026-02-21,R003,Pipette Tips (Box),Consumable,9,Pathology,Medium,15,150,140
2026-02-22,R010,Distilled Water (L),Chemical,31,Pathology,Very High,100,1000,616
2026-02-22,R007,Centrifuge Tubes,Consumable,11,Analytical Chemistry,High,25,250,222
2026-02-22,R001,Ethanol 95%,Chemical,12,Pathology,High,50,500,72
2026-02-23,R007,Centrifuge Tubes,Consumable,18,Microbiology,High,25,250,207
2026-02-23,R009,Gloves (Box),Consumable,16,Microbiology,High,50,400,329
2026-02-23,R009,Gloves (Box),Consumable,13,Microbiology,High,50,400,319
2026-02-23,R001,Ethanol 95%,Chemical,8,Biochemistry,High,50,500,67
2026-02-23,R005,Acetone,Chemical,21,Biochemistry,High,40,300,264
2026-02-23,R006,Microscope Slides,Consumable,9,Biochemistry,Medium,10,100,23
2026-02-23,R001,Ethanol 95%,Chemical,20,Microbiology,High,50,500,50
2026-02-23,R009,Gloves (Box),Consumable,22,Pathology,High,50,400,300
2026-02-23,R010,Distilled Water (L),Chemical,26,Analytical Chemistry,Very High,100,1000,593
2026-02-23,R001,Ethanol 95%,Chemical,16,Pathology,High,50,500,500
2026-02-23,R001,Ethanol 95%,Chemical,21,Biochemistry,High,50,500,482
2026-02-23,R001,Ethanol 95%,Chemical,12,Biochemistry,High,50,500,473
2026-02-23,R008,Sodium Hydroxide 1M,Chemical,5,Pathology,Low,20,80,29
2026-02-23,R008,Sodium Hydroxide 1M,Chemical,6,Biochemistry,Low,20,80,26
2026-02-23,R008,Sodium Hydroxide 1M,Chemical,7,Pathology,Low,20,80,22
2026-02-23,R004,Hydrochloric Acid 1M,Chemical,11,Analytical Chemistry,Medium,30,100,64
2026-02-23,R004,Hydrochloric Acid 1M,Chemical,6,Microbiology,Medium,30,100,61
2026-02-23,R003,Pipette Tips (Box),Consumable,8,Pathology,Medium,15,150,135
2026-02-23,R003,Pipette Tips (Box),Consumable,11,General AI Lab,Medium,15,150,127
2026-02-23,R001,Ethanol 95%,Chemical,11,Pathology,High,50,500,465
2026-02-23,R002,Petri Dishes (Pack),Consumable,14,Analytical Chemistry,High,20,200,57
2026-02-24,R010,Distilled Water (L),Chemical,21,Biochemistry,Very High,100,1000,572
2026-02-24,R001,Ethanol 95%,Chemical,4,Biochemistry,High,50,500,461
2026-02-24,R001,Ethanol 95%,Chemical,10,Pathology,High,50,500,451
2026-02-24,R002,Petri Dishes (Pack),Consumable,9,Pathology,High,20,200,48
2026-02-24,R003,Pipette Tips (Box),Consumable,8,Microbiology,Medium,15,150,119
2026-02-24,R002,Petri Dishes (Pack),Consumable,16,Analytical Chemistry,High,20,200,32
2026-02-24,R009,Gloves (Box),Consumable,10,General AI Lab,High,50,400,290
2026-02-24,R005,Acetone,Chemical,20,General AI Lab,High,40,300,244
2026-02-24,R009,Gloves (Box),Consumable,12,Analytical Chemistry,High,50,400,278
2026-02-24,R009,Gloves (Box),Consumable,6,General AI Lab,High,50,400,272
2026-02-24,R004,Hydrochloric Acid 1M,Chemical,4,Microbiology,Medium,30,100,57
2026-02-24,R007,Centrifuge Tubes,Consumable,17,Analytical Chemistry,High,25,250,190
2026-02-24,R010,Distilled Water (L),Chemical,28,Pathology,Very High,100,1000,544
2026-02-24,R010,Distilled Water (L),Chemical,17,Pathology,Very High,100,1000,527
2026-02-24,R003,Pipette Tips (Box),Consumable,7,General AI Lab,Medium,15,150,112
2026-02-24,R001,Ethanol 95%,Chemical,11,Microbiology,High,50,500,440
2026-02-24,R003,Pipette Tips (Box),Consumable,4,Pathology,Medium,15,150,108
2026-02-24,R008,Sodium Hydroxide 1M,Chemical,3,General AI Lab,Low,20,80,80
2026-02-24,R006,Microscope Slides,Consumable,5,Analytical Chemistry,Medium,10,100,18
2026-02-24,R001,Ethanol 95%,Chemical,18,General AI Lab,High,50,500,422
2026-02-24,R002,Petri Dishes (Pack),Consumable,16,Pathology,High,20,200,200
2026-02-24,R007,Centrifuge Tubes,Consumable,18,Microbiology,High,25,250,172
2026-02-24,R007,Centrifuge Tubes,Consumable,12,General AI Lab,High,25,250,160
2026-02-24,R002,Petri Dishes (Pack),Consumable,6,Pathology,High,20,200,194
2026-02-24,R006,Microscope Slides,Consumable,8,Analytical Chemistry,Medium,10,100,10
2026-02-24,R003,Pipette Tips (Box),Consumable,3,Biochemistry,Medium,15,150,105
2026-02-24,R002,Petri Dishes (Pack),Consumable,14,Analytical Chemistry,High,20,200,180
2026-02-24,R007,Centrifuge Tubes,Consumable,9,Microbiology,High,25,250,151
2026-02-24,R009,Gloves (Box),Consumable,20,General AI Lab,High,50,400,252
2026-02-25,R006,Microscope Slides,Consumable,2,Analytical Chemistry,Medium,10,100,100
2026-02-25,R004,Hydrochloric Acid 1M,Chemical,8,Pathology,Medium,30,100,49
2026-02-25,R007,Centrifuge Tubes,Consumable,20,Biochemistry,High,25,250,131
2026-02-25,R007,Centrifuge Tubes,Consumable,15,Biochemistry,High,25,250,116
2026-02-25,R005,Acetone,Chemical,9,General AI Lab,High,40,300,235
2026-02-25,R007,Centrifuge Tubes,Consumable,4,Microbiology,High,25,250,112
2026-02-25,R010,Distilled Water (L),Chemical,25,General AI Lab,Very High,100,1000,502
2026-02-25,R008,Sodium Hydroxide 1M,Chemical,1,Biochemistry,Low,20,80,79
2026-02-25,R003,Pipette Tips (Box),Consumable,9,Pathology,Medium,15,150,96
2026-02-25,R008,Sodium Hydroxide 1M,Chemical,1,Analytical Chemistry,Low,20,80,78
2026-02-25,R003,Pipette Tips (Box),Consumable,6,Biochemistry,Medium,15,150,90
2026-02-25,R007,Centrifuge Tubes,Consumable,6,Pathology,High,25,250,106
2026-02-25,R002,Petri Dishes (Pack),Consumable,4,Microbiology,High,20,200,176
2026-02-25,R008,Sodium Hydroxide 1M,Chemical,1,Analytical Chemistry,Low,20,80,77
2026-02-25,R001,Ethanol 95%,Chemical,15,Pathology,High,50,500,407
2026-02-25,R009,Gloves (Box),Consumable,11,Pathology,High,50,400,241
2026-02-25,R005,Acetone,Chemical,10,Microbiology,High,40,300,225
2026-02-25,R003,Pipette Tips (Box),Consumable,9,Biochemistry,Medium,15,150,81
2026-02-25,R004,Hydrochloric Acid 1M,Chemical,4,Pathology,Medium,30,100,45
2026-02-25,R007,Centrifuge Tubes,Consumable,3,General AI Lab,High,25,250,103
2026-02-25,R009,Gloves (Box),Consumable,13,Pathology,High,50,400,228
2026-02-25,R007,Centrifuge Tubes,Consumable,15,General AI Lab,High,25,250,88
2026-02-25,R006,Microscope Slides,Consumable,5,Microbiology,Medium,10,100,95
2026-02-25,R004,Hydrochloric Acid 1M,Chemical,3,General AI Lab,Medium,30,100,42
2026-02-25,R003,Pipette Tips (Box),Consumable,2,General AI Lab,Medium,15,150,79
2026-02-26,R010,Distilled Water (L),Chemical,23,Biochemistry,Very High,100,1000,479
2026-02-26,R007,Centrifuge Tubes,Consumable,12,Biochemistry,High,25,250,76
2026-02-26,R004,Hydrochloric Acid 1M,Chemical,5,Microbiology,Medium,30,100,37
2026-02-26,R002,Petri Dishes (Pack),Consumable,17,General AI Lab,High,20,200,159
2026-02-26,R005,Acetone,Chemical,7,General AI Lab,High,40,300,218
2026-02-26,R002,Petri Dishes (Pack),Consumable,16,General AI Lab,High,20,200,143
2026-02-26,R005,Acetone,Chemical,18,Microbiology,High,40,300,200
2026-02-26,R002,Petri Dishes (Pack),Consumable,10,General AI Lab,High,20,200,133
2026-02-26,R001,Ethanol 95%,Chemical,2,Biochemistry,High,50,500,405
2026-02-26,R001,Ethanol 95%,Chemical,20,Microbiology,High,50,500,385
2026-02-26,R005,Acetone,Chemical,12,Microbiology,High,40,300,188
2026-02-26,R002,Petri Dishes (Pack),Consumable,3,Biochemistry,High,20,200,130
2026-02-26,R006,Microscope Slides,Consumable,6,General AI Lab,Medium,10,100,89
2026-02-26,R001,Ethanol 95%,Chemical,6,Analytical Chemistry,High,50,500,379
2026-02-26,R001,Ethanol 95%,Chemical,17,Biochemistry,High,50,500,362
2026-02-26,R003,Pipette Tips (Box),Consumable,7,Pathology,Medium,15,150,72
2026-02-27,R001,Ethanol 95%,Chemical,16,Pathology,High,50,500,352
2026-02-27,R003,Pipette Tips (Box),Consumable,14,Pathology,Medium,15,150,64
2026-02-27,R007,Centrifuge Tubes,Consumable,18,Pathology,High,25,250,64
2026-02-27,R003,Pipette Tips (Box),Consumable,12,Pathology,Medium,15,150,58
2026-02-27,R006,Microscope Slides,Consumable,16,Biochemistry,Medium,10,100,79
2026-02-27,R001,Ethanol 95%,Chemical,13,Analytical Chemistry,High,50,500,345
2026-02-27,R004,Hydrochloric Acid 1M,Chemical,9,Pathology,Medium,30,100,34
2026-02-27,R006,Microscope Slides,Consumable,9,Microbiology,Medium,10,100,76
2026-02-27,R006,Microscope Slides,Consumable,7,Microbiology,Medium,10,100,75
2026-02-27,R010,Distilled Water (L),Chemical,42,Analytical Chemistry,Very High,100,1000,443
2026-02-27,R001,Ethanol 95%,Chemical,8,Analytical Chemistry,High,50,500,343
2026-02-27,R006,Microscope Slides,Consumable,16,Analytical Chemistry,Medium,10,100,65
2026-02-27,R007,Centrifuge Tubes,Consumable,10,Pathology,High,25,250,60
2026-02-27,R006,Microscope Slides,Consumable,8,Microbiology,Medium,10,100,63
2026-02-27,R003,Pipette Tips (Box),Consumable,10,General AI Lab,Medium,15,150,54
2026-02-27,R008,Sodium Hydroxide 1M,Chemical,7,Analytical Chemistry,Low,20,80,76
2026-02-27,R003,Pipette Tips (Box),Consumable,13,Biochemistry,Medium,15,150,47
2026-02-27,R008,Sodium Hydroxide 1M,Chemical,9,General AI Lab,Low,20,80,73
2026-02-27,R005,Acetone,Chemical,17,Pathology,High,40,300,177
2026-02-27,R007,Centrifuge Tubes,Consumable,15,Analytical Chemistry,High,25,250,51
2026-02-27,R006,Microscope Slides,Consumable,10,Biochemistry,Medium,10,100,59
2026-02-27,R008,Sodium Hydroxide 1M,Chemical,8,Biochemistry,Low,20,80,71
2026-02-27,R001,Ethanol 95%,Chemical,10,Microbiology,High,50,500,339
2026-02-27,R002,Petri Dishes (Pack),Consumable,22,Biochemistry,High,20,200,114
2026-02-27,R003,Pipette Tips (Box),Consumable,8,Analytical Chemistry,Medium,15,150,45
2026-02-27,R006,Microscope Slides,Consumable,12,General AI Lab,Medium,10,100,53
2026-02-27,R004,Hydrochloric Acid 1M,Chemical,14,Pathology,Medium,30,100,100
2026-02-27,R007,Centrifuge Tubes,Consumable,11,General AI Lab,High,25,250,46
2026-02-27,R010,Distilled Water (L),Chemical,30,Biochemistry,Very High,100,1000,419
2026-02-27,R010,Distilled Water (L),Chemical,18,Biochemistry,Very High,100,1000,407
2026-02-28,R001,Ethanol 95%,Chemical,16,General AI Lab,High,50,500,323
2026-02-28,R009,Gloves (Box),Consumable,20,General AI Lab,High,50,400,208
2026-02-28,R010,Distilled Water (L),Chemical,17,Pathology,Very High,100,1000,390
2026-02-28,R003,Pipette Tips (Box),Consumable,6,General AI Lab,Medium,15,150,39
2026-02-28,R009,Gloves (Box),Consumable,8,Biochemistry,High,50,400,200
2026-02-28,R005,Acetone,Chemical,18,Pathology,High,40,300,159
2026-03-01,R005,Acetone,Chemical,19,Pathology,High,40,300,140
2026-03-01,R001,Ethanol 95%,Chemical,11,Analytical Chemistry,High,50,500,312
2026-03-01,R001,Ethanol 95%,Chemical,15,General AI Lab,High,50,500,297
2026-03-01,R002,Petri Dishes (Pack),Consumable,17,Pathology,High,20,200,97
2026-03-01,R008,Sodium Hydroxide 1M,Chemical,5,General AI Lab,Low,20,80,66
2026-03-01,R004,Hydrochloric Acid 1M,Chemical,6,General AI Lab,Medium,30,100,94
2026-03-01,R004,Hydrochloric Acid 1M,Chemical,8,Analytical Chemistry,Medium,30,100,86
2026-03-02,R002,Petri Dishes (Pack),Consumable,15,Biochemistry,High,20,200,85
2026-03-02,R008,Sodium Hydroxide 1M,Chemical,4,Microbiology,Low,20,80,65
2026-03-02,R003,Pipette Tips (Box),Consumable,8,Biochemistry,Medium,15,150,34
2026-03-02,R005,Acetone,Chemical,13,Pathology,High,40,300,130
2026-03-02,R003,Pipette Tips (Box),Consumable,10,Biochemistry,Medium,15,150,27
2026-03-02,R003,Pipette Tips (Box),Consumable,5,Microbiology,Medium,15,150,25
2026-03-02,R005,Acetone,Chemical,14,General AI Lab,High,40,300,119
2026-03-02,R004,Hydrochloric Acid 1M,Chemical,5,Analytical Chemistry,Medium,30,100,84
2026-03-02,R009,Gloves (Box),Consumable,7,Microbiology,High,50,400,196
2026-03-02,R004,Hydrochloric Acid 1M,Chemical,4,Pathology,Medium,30,100,83
2026-03-02,R003,Pipette Tips (Box),Consumable,9,Microbiology,Medium,15,150,19
2026-03-02,R006,Microscope Slides,Consumable,6,General AI Lab,Medium,10,100,50
2026-03-02,R001,Ethanol 95%,Chemical,21,Biochemistry,High,50,500,279
2026-03-02,R009,Gloves (Box),Consumable,14,Microbiology,High,50,400,185
2026-03-02,R010,Distilled Water (L),Chemical,21,General AI Lab,Very High,100,1000,372
2026-03-02,R005,Acetone,Chemical,6,Pathology,High,40,300,116
2026-03-02,R007,Centrifuge Tubes,Consumable,5,General AI Lab,High,25,250,44
2026-03-02,R005,Acetone,Chemical,22,General AI Lab,High,40,300,97
2026-03-02,R007,Centrifuge Tubes,Consumable,6,Microbiology,High,25,250,41
2026-03-02,R004,Hydrochloric Acid 1M,Chemical,10,Microbiology,Medium,30,100,76
2026-03-02,R001,Ethanol 95%,Chemical,12,Pathology,High,50,500,270
2026-03-02,R005,Acetone,Chemical,17,Analytical Chemistry,High,40,300,83
2026-03-02,R001,Ethanol 95%,Chemical,12,General AI Lab,High,50,500,261
2026-03-02,R004,Hydrochloric Acid 1M,Chemical,10,General AI Lab,Medium,30,100,69
2026-03-03,R007,Centrifuge Tubes,Consumable,5,General AI Lab,High,25,250,36
2026-03-03,R007,Centrifuge Tubes,Consumable,8,Biochemistry,High,25,250,28
2026-03-03,R001,Ethanol 95%,Chemical,16,Biochemistry,High,50,500,245
2026-03-03,R004,Hydrochloric Acid 1M,Chemical,10,Pathology,Medium,30,100,59
2026-03-03,R001,Ethanol 95%,Chemical,12,Pathology,High,50,500,233
2026-03-03,R004,Hydrochloric Acid 1M,Chemical,8,General AI Lab,Medium,30,100,51
2026-03-03,R008,Sodium Hydroxide 1M,Chemical,4,Analytical Chemistry,Low,20,80,61
2026-03-03,R006,Microscope Slides,Consumable,4,Microbiology,Medium,10,100,46
2026-03-03,R010,Distilled Water (L),Chemical,49,Microbiology,Very High,100,1000,323
2026-03-03,R004,Hydrochloric Acid 1M,Chemical,8,Analytical Chemistry,Medium,30,100,43
2026-03-03,R006,Microscope Slides,Consumable,3,Pathology,Medium,10,100,43
2026-03-03,R003,Pipette Tips (Box),Consumable,3,Analytical Chemistry,Medium,15,150,16
2026-03-03,R001,Ethanol 95%,Chemical,4,Microbiology,High,50,500,229
2026-03-03,R004,Hydrochloric Acid 1M,Chemical,9,Analytical Chemistry,Medium,30,100,34
2026-03-03,R002,Petri Dishes (Pack),Consumable,13,Microbiology,High,20,200,72
2026-03-03,R008,Sodium Hydroxide 1M,Chemical,5,Analytical Chemistry,Low,20,80,56
2026-03-03,R008,Sodium Hydroxide 1M,Chemical,5,Microbiology,Low,20,80,51
2026-03-03,R002,Petri Dishes (Pack),Consumable,18,General AI Lab,High,20,200,54
2026-03-03,R002,Petri Dishes (Pack),Consumable,16,Analytical Chemistry,High,20,200,38
2026-03-03,R003,Pipette Tips (Box),Consumable,9,General AI Lab,Medium,15,150,150
2026-03-04,R007,Centrifuge Tubes,Consumable,4,General AI Lab,High,25,250,250
2026-03-04,R003,Pipette Tips (Box),Consumable,5,Analytical Chemistry,Medium,15,150,145
2026-03-04,R003,Pipette Tips (Box),Consumable,5,Pathology,Medium,15,150,140
2026-03-04,R002,Petri Dishes (Pack),Consumable,3,Analytical Chemistry,High,20,200,35
2026-03-04,R007,Centrifuge Tubes,Consumable,11,Microbiology,High,25,250,239
2026-03-04,R004,Hydrochloric Acid 1M,Chemical,5,General AI Lab,Medium,30,100,100
2026-03-04,R009,Gloves (Box),Consumable,12,Microbiology,High,50,400,173
2026-03-04,R010,Distilled Water (L),Chemical,7,Analytical Chemistry,Very High,100,1000,316
2026-03-04,R002,Petri Dishes (Pack),Consumable,20,Biochemistry,High,20,200,200
2026-03-04,R010,Distilled Water (L),Chemical,38,General AI Lab,Very High,100,1000,278
2026-03-04,R002,Petri Dishes (Pack),Consumable,6,Microbiology,High,20,200,194
2026-03-04,R001,Ethanol 95%,Chemical,12,Pathology,High,50,500,217
2026-03-04,R006,Microscope Slides,Consumable,6,Pathology,Medium,10,100,37
2026-03-04,R010,Distilled Water (L),Chemical,27,Microbiology,Very High,100,1000,251
2026-03-04,R008,Sodium Hydroxide 1M,Chemical,4,General AI Lab,Low,20,80,47
2026-03-05,R005,Acetone,Chemical,15,Microbiology,High,40,300,68
2026-03-05,R006,Microscope Slides,Consumable,5,Microbiology,Medium,10,100,32
2026-03-05,R003,Pipette Tips (Box),Consumable,2,Microbiology,Medium,15,150,138
2026-03-05,R010,Distilled Water (L),Chemical,5,Microbiology,Very High,100,1000,246
